predicted_ctr,observed_ctr
0.0002382443280970462,0.0
0.004498979270640755,0.2
0.04356828168067279,0.2
0.18397772393408507,0.5
0.6376167748573043,0.8
0.8830245320523552,0.2
0.9858682475837302,1.0
0.9985108317471514,1.0
0.9998805576073503,1.0
0.9999891983636087,1.0
