predicted_ctr,observed_ctr
0.007008607665428022,0.041666666666666664
0.08461570189385398,0.125
0.24308879638696,0.25
0.38648602233713963,0.4166666666666667
0.5281100099676455,0.4583333333333333
0.6917324404089848,0.75
0.8282618013399632,0.9166666666666666
0.9021047755934432,0.9583333333333334
0.956658257378279,1.0
0.9893333536166574,1.0
