predicted_ctr,observed_ctr
0.058944571960251775,0.037
0.09335461948439479,0.07275
0.12257117086276412,0.11125
0.1522939413264394,0.14075
0.18577342312783002,0.19825
0.22544984297454357,0.228
0.27577331151068213,0.28075
0.3395630784034729,0.3445
0.4276359132528305,0.4375
0.6069561742767692,0.64875
