decile,users,clicks,predicted_ctr,observed_ctr,lift
1,5,5,0.9980532,1.0,1.7142857142857142
2,5,5,0.9932047,1.0,1.7142857142857142
3,5,4,0.9754761,0.8,1.3714285714285714
4,4,4,0.9359739,1.0,1.7142857142857142
5,5,3,0.8235136,0.6,1.0285714285714285
6,5,4,0.59078896,0.8,1.3714285714285714
7,4,1,0.25993738,0.25,0.42857142857142855
8,5,1,0.12692037,0.2,0.34285714285714286
9,5,1,0.04871233,0.2,0.34285714285714286
10,5,0,0.0053045824,0.0,0.0
