predicted_ctr,observed_ctr
0.0053045825567096475,0.0
0.048712332546710965,0.2
0.1269203782081604,0.2
0.2599373869597912,0.25
0.5907889246940613,0.8
0.8235136508941651,0.6
0.9359738826751709,1.0
0.975476086139679,0.8
0.9932047247886657,1.0
0.9980531692504883,1.0
