predicted_ctr,observed_ctr
0.43916684214154655,0.2
0.4508417311758552,0.0
0.47162085890762,0.2
0.4925833234625835,0.5
0.502774946109206,0.6
0.5175151573813264,0.6
0.5333962065010607,1.0
0.5526723285200876,1.0
0.5679999142183854,0.8
0.5845645414899303,1.0
